'Approaching', 'Attaching', 'Bending', 'Burying', 'Closing', 'Colliding', 'Covering', 'Digging', 'Dropping', 'Failing', 'Falling', 'Folding', 'Hitting', 'Holding', 'Laying', 'Letting', 'Lifting', 'Moving', 'Opening', 'Picking', 'Piling', 'Plugging', 'Poking', 'Pouring', 'Pretending', 'Pulling', 'Pushing', 'Putting', 'Removing', 'Rolling', 'Scooping', 'Showing', 'Something', 'Spilling', 'Spinning', 'Spreading', 'Sprinkling', 'Squeezing', 'Stacking', 'Stuffing', 'Taking', 'Tearing', 'Throwing', 'Tilting', 'Tipping', 'Touching', 'Trying', 'Turning', 'Twisting', 'Uncovering', 'Unfolding', 'Wiping'
Approaching 0.11314615671585876, 0.20657050952290743, 0.2787909379822929, 0.43105174772729704, 0.3789980292327321, 0.28463121937917474, 0.2803221404251252, 0.4635354327901063, 0.33356104967971084, 0.4917514086396385, 0.12801150788483934, 0.43999352172676415, 0.3498615205585968, 0.367008341328664, 0.41330086235213426, 0.2750325473649432, 0.4926704673499888, 0.31779292862197533, 0.38364283482433564, 0.27451390644034823, 0.17505343062679193, 0.23890837446696905, 0.3147205813736546, 0.3220309636401072, 0.4233875330660695, 0.4711731779402131, 0.37620924424266416, 0.20161289227857004, 0.35682944253020143, 0.18184781928140145, 0.2677596238494327, 0.42007759865998884, 0.28080939011792766, 0.264108472321685, 0.2867930361683177, 0.12306929687854891, 0.24526889196335974, 0.06966327585969248, 0.11544865919889521, 0.44801327306560823, 0.28719397063550806, 0.3681345536802547, 0.19990897135039995, 0.40958830439112254, 0.32390300906347036, 0.39538810412281655, 0.5456498857600374, 0.21511070898911275, 0.24693477106914463, 0.3460644994939556, 0.20249909014623116
Attaching 0, 0.3981403136412022, 0.26946197801425636, 0.2673866633981172, 0.1865962298675849, 0.2704066807260535, 0.2931296607847894, 0.2941543985763916, 0.23552405272222884, 0.2014776815555188, 0.39488701139312155, 0.13463957698663445, 0.4100961815927621, 0.3429269465602706, 0.2810031932114253, 0.39016928704971565, 0.2572138444471554, 0.28208291453659406, 0.27398380213749196, 0.3134459302343235, 0.4302096194916575, 0.31461959520552946, 0.23977244917786564, 0.1859802055327962, 0.43784697656565646, 0.2978071247371439, 0.4015533678460376, 0.5768429742275862, 0.21136884051815247, 0.19115865064259083, 0.27978963798027184, 0.22941214429019557, 0.1935393644006899, 0.24124431143282024, 0.26841643411847216, 0.19955946553432702, 0.30127192860647295, 0.38094898639838504, 0.2867188663572993, 0.23569457580599418, 0.3379469800388229, 0.23797475207834848, 0.32386023838284334, 0.19251145805555256, 0.3263261102584933, 0.22264487068073313, 0.26047627935662215, 0.3580894166952146, 0.21495721147219385, 0.15864980720554583, 0.2967664263804425
Bending 0, 0, 0.270073933988579, 0.20989337616889553, 0.28914389413965796, 0.2414077315362545, 0.35849437465833767, 0.29801613225822227, 0.19127887522057885, 0.3474587038623341, 0.42139745822235836, 0.28017285222363814, 0.38240920993668764, 0.4092927857258977, 0.3497430028471749, 0.5690426743554741, 0.38655268564199946, 0.2764414545383235, 0.3588746187352769, 0.30702016530785897, 0.34037280808468195, 0.43920571413921355, 0.32175521913935173, 0.2960471202575301, 0.5426003541278843, 0.4432250852078583, 0.3333304824153927, 0.34812106879270355, 0.44397740232763616, 0.3116599263683816, 0.28404717441939464, 0.24991676660849574, 0.2607763874307832, 0.4362229074773589, 0.3655733416783235, 0.20292993655149724, 0.5050856347943972, 0.4243099307127382, 0.28753578850729145, 0.3082166219670482, 0.4925362230244861, 0.3504230489533465, 0.5513530419964449, 0.3276056164001981, 0.42090966350650366, 0.2883425710837384, 0.47448480882644023, 0.6997550817729377, 0.219450276739301, 0.2567367549316704, 0.32367986024144124
Burying 0, 0, 0, 0.25209855473446263, 0.25505748362737063, 0.2648768413495885, 0.6372149794322747, 0.41857072207675955, 0.2704579243997378, 0.3891434885430048, 0.13501256378071555, 0.3029838951463511, 0.3852595819320732, 0.573576257808488, 0.41264560029123515, 0.30319188754633014, 0.2904258987218097, 0.17140525725337494, 0.4092285531969221, 0.47802171906472635, 0.3688794562122676, 0.4853356997985222, 0.39528049360979145, 0.3826546401141628, 0.5039485580622057, 0.41968385451208085, 0.464998619400487, 0.41702830937052426, 0.274586488889516, 0.47803521582848335, 0.22244336913495558, 0.2593474032306012, 0.45200268885405526, 0.20011655124359562, 0.34294774895064717, 0.3205090094173487, 0.4536263689222998, 0.23735104399477783, 0.37573389664979284, 0.3138360209197776, 0.4465448379434015, 0.46858045794148384, 0.2455969177805449, 0.344800867807032, 0.4142340566397674, 0.31644153912030343, 0.4060736621704192, 0.34997558376975435, 0.5027350362638787, 0.22141130088894911, 0.40478467935820694
Closing 0, 0, 0, 0, 0.12464537843086532, 0.29829642549144375, 0.2656141228244441, 0.44128209716226524, 0.3940414547468332, 0.4067647582172089, 0.20258930073581613, 0.36041102057388075, 0.49332361252534707, 0.28574064112195735, 0.40056971543742875, 0.3007616095224739, 0.5059174151032216, 0.7403738758272462, 0.3470237244979044, 0.20449208254884632, 0.2399545656077565, 0.17126717215001205, 0.31955892908193123, 0.18385326228352886, 0.43567914426729276, 0.41208017671247194, 0.4185572032829051, 0.3393085044531832, 0.35680867036470587, 0.19073158242484223, 0.26279783702812404, 0.3263754168213293, 0.22181210670984913, 0.23232954456392235, 0.14280522602441026, 0.06346003689029021, 0.29360513269928723, 0.1394836222235372, 0.16958808026767125, 0.3752226833500176, 0.3341127558450955, 0.2974412654899312, 0.1526634310054235, 0.28084284381054664, 0.3644440435052649, 0.3371450280267793, 0.41929516295835056, 0.2682341478451782, 0.17017743933128507, 0.23556310402904268, 0.2712996445688444
Colliding 0, 0, 0, 0, 0, 0.09958918700418581, 0.15104888959379, 0.3130762572440236, 0.2500571648129344, 0.39720841193720824, 0.13515778589288818, 0.3419321833366427, 0.15071736202818534, 0.1918527894674916, 0.19061247462860523, 0.21582523280002144, 0.3559696610510306, 0.10575788772321544, 0.2118465031144336, 0.32208194632986625, 0.1996135693410203, 0.3024520056838944, 0.230965765254202, 0.2105527482614009, 0.3298057503698694, 0.32309153506513544, 0.16310467489561836, 0.1446709564635927, 0.24393098274001604, 0.24121638836781636, 0.09189050140598819, 0.15922472943751306, 0.4031379017361046, 0.35387964749644973, 0.21409567497544524, 0.14419881111447924, 0.28194787980502434, 0.16685884769434867, 0.10898367341369572, 0.16109835903991976, 0.36370587108387514, 0.3119944581279795, 0.28875573384686015, 0.3215716910481459, 0.30877495853395615, 0.20898344988706755, 0.26636093039576236, 0.34379450018605734, 0.18408243396696655, 0.2873879156027506, 0.1863445182340273
Covering 0, 0, 0, 0, 0, 0, 0.3408548340447097, 0.28454663079623277, 0.24314081633912515, 0.3152944344698763, 0.23734972453923567, 0.2537996730561854, 0.3757746951725358, 0.4630838543022569, 0.31534278161723683, 0.3204466466612059, 0.3502622205049114, 0.3741859199594296, 0.35131322945548715, 0.2634279162065237, 0.20034949985625045, 0.2760788007703728, 0.2912515506168308, 0.2121980617536178, 0.3473684002052718, 0.31027734450076055, 0.41193934077109895, 0.3416381135936517, 0.4020532993904226, 0.19249857253475477, 0.35293778009988935, 0.26310324859554074, 0.2836015359904473, 0.18218554891094746, 0.382103934100646, 0.2114115295233406, 0.24284035036914237, 0.1326195922881987, 0.22920420710007705, 0.35781404061457456, 0.33336591082767486, 0.26156656244077897, 0.14678119817140453, 0.16273958424066215, 0.3357178909178494, 0.26638465312158094, 0.33280680571701127, 0.23383343519731367, 0.3282517332810148, 0.24325151424278935, 0.3125009162180985
Digging 0, 0, 0, 0, 0, 0, 0, 0.44368526762726007, 0.24788231599852145, 0.376059762222605, 0.20161951336591863, 0.3827852538073856, 0.3734059984510242, 0.5946202980472721, 0.44111125021687386, 0.3977582033298583, 0.39149546249986344, 0.25270976996158045, 0.5819214437166238, 0.5327913922512818, 0.4635800260312534, 0.5986807334163897, 0.43935404680685625, 0.42994088284043114, 0.5985861833191756, 0.48531934905117086, 0.5372865166518566, 0.4276432507319986, 0.3871864433833414, 0.5149782022068987, 0.2960489670730519, 0.38550067770327023, 0.3893480628160764, 0.3289228542773745, 0.35956882239969956, 0.2869857983124372, 0.4264565038581457, 0.30117088431679795, 0.3641816965876591, 0.3770411521039779, 0.5066964985693485, 0.46280077467143294, 0.2800435139216407, 0.33472467030050407, 0.3677566200449272, 0.4944429524199833, 0.46653792902506214, 0.3865102868075088, 0.5207639831193529, 0.1952355532645717, 0.36464178767481864
Dropping 0, 0, 0, 0, 0, 0, 0, 0, 0.45530786825578523, 0.6923073445868834, 0.21140861445367704, 0.6214065364081018, 0.492011477769878, 0.45707571557470356, 0.5224555807078938, 0.43738163359248894, 0.5091460554776358, 0.3744113007741886, 0.5898802752087787, 0.41331008782164463, 0.3781380339417224, 0.4320907182083666, 0.44292935166919156, 0.3429273556465804, 0.6355625131273458, 0.641497193960742, 0.6333462367266451, 0.437171003790887, 0.49008375244333896, 0.36133532761410997, 0.36543927302425755, 0.4385215652669901, 0.4901956805291238, 0.4228467424207694, 0.3841573632201089, 0.27022006501037077, 0.4332599058858138, 0.2801106297184902, 0.29841597369396244, 0.5365233663428973, 0.4461244509305856, 0.6226884559088152, 0.3186237880431087, 0.39604502628819427, 0.41832471572752533, 0.4977440194229855, 0.5384064739946482, 0.38325185673491846, 0.20389627174472272, 0.15148758371572557, 0.40216919493374537
Failing 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.46662448535074236, 0.052433138952735096, 0.34497247229999456, 0.3777981133428978, 0.3314376460632685, 0.4609953195925532, 0.28266335796421377, 0.33062134837728735, 0.26986874926049326, 0.3193980355823827, 0.30249210105574176, 0.318006605267132, 0.23354664026382496, 0.23684125731369327, 0.4477204925531035, 0.3912174364130817, 0.47765855991835365, 0.4935342250538044, 0.3890900789246313, 0.23732764411273408, 0.08698626228706544, 0.30884651944072383, 0.4219477163578194, 0.26423611510208167, 0.25270927335077226, 0.23558626707920008, 0.08422943114082494, 0.23405368240259866, 0.1065898662120388, 0.1474593813078629, 0.43504928453236236, 0.30989331573021517, 0.3978520923402875, 0.123885496623275, 0.2469131719893436, 0.29167255828752764, 0.5772960303710364, 0.44421130777891893, 0.21524358044980316, 0.2538679940400934, 0.21391619854015653, 0.27091635674337133
Falling 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20767998302085322, 0.5133117804551687, 0.507327974946794, 0.46761212897517457, 0.4483497792364828, 0.4426383109561879, 0.5305944353611505, 0.3436723953747438, 0.4664414361375253, 0.4234396519807861, 0.2076915841272374, 0.352599959920516, 0.42644785321597195, 0.4158199927685372, 0.5207104411028004, 0.5027616202632871, 0.4768767679938537, 0.3084445798062484, 0.4792110575472106, 0.2709239676452098, 0.3059481726246728, 0.42753981824404236, 0.45687357053129085, 0.40621843125590923, 0.37245126225056935, 0.21693133214092566, 0.3629305592627386, 0.20909838697417077, 0.2032356171934087, 0.4399258251442084, 0.4397503474707364, 0.5007911237596161, 0.32577848345916866, 0.40041298725429153, 0.444478587486102, 0.4563712090906214, 0.5498948561424574, 0.39507336248140656, 0.19124374201031863, 0.28290183233833543, 0.3359290509389745
